name,datetime,sunrise,sunset,temp,tempmax,tempmin,feelslike,humidity,windspeed,cloudcover,visibility,precipprob
Semenyih,19/6/2022,2022-06-19T07:05:12,2022-06-19T19:22:43,27.5,32,23.3,30.5,82.5,13.5,41.8,9.6,100
Semenyih,20/6/2022,2022-06-20T07:05:25,2022-06-20T19:22:56,26.7,29.3,25,28.3,85.9,8.4,43.6,9.5,100
Semenyih,21/6/2022,2022-06-21T07:05:38,2022-06-21T19:23:10,27.7,32.2,23.7,30.6,80.3,11.1,39.1,9.4,0
Semenyih,22/6/2022,2022-06-22T07:05:51,2022-06-22T19:23:23,26.9,30.3,23,28.9,83.6,7.9,44.7,9,100
Semenyih,23/6/2022,2022-06-23T07:06:04,2022-06-23T19:23:35,27.1,31.3,23.7,29.1,82.4,7.9,42.8,9.5,100
Semenyih,24/6/2022,2022-06-24T07:06:17,2022-06-24T19:23:48,26.8,30,24.3,28.7,87.6,7.6,46,9.2,100
Semenyih,25/6/2022,2022-06-25T07:06:31,2022-06-25T19:24:00,27.6,31.3,24.3,30.2,81.1,10.5,42.8,9.8,0
Semenyih,26/6/2022,2022-06-26T07:06:44,2022-06-26T19:24:13,28,30.7,25.3,31.4,80.4,17.2,38.4,9.9,100
Semenyih,27/6/2022,2022-06-27T07:06:57,2022-06-27T19:24:24,28.4,32.7,23.7,31.9,78.5,10.5,42.1,9.5,0
Semenyih,28/6/2022,2022-06-28T07:07:10,2022-06-28T19:24:36,28.1,31.5,24,31.4,80.6,11.7,39.7,9.9,100
Semenyih,29/6/2022,2022-06-29T07:07:23,2022-06-29T19:24:47,28.4,32.2,25.7,32.1,81.3,15.4,40.4,9.7,100
Semenyih,30/6/2022,2022-06-30T07:07:36,2022-06-30T19:24:58,27.7,32.7,24,30,77.2,13.3,38.5,9.6,100
Semenyih,1/7/2022,2022-07-01T07:07:48,2022-07-01T19:25:09,28.5,32.7,24.7,30.8,72.4,11.8,37.1,10,0
Semenyih,2/7/2022,2022-07-02T07:08:01,2022-07-02T19:25:19,28.8,32.3,25.3,31.8,73.6,14.2,38.8,9.8,0
Semenyih,3/7/2022,2022-07-03T07:08:14,2022-07-03T19:25:29,29.1,32.7,26.3,32.9,74.6,11.1,38.1,9.1,0
Semenyih,4/7/2022,2022-07-04T07:08:26,2022-07-04T19:25:39,29.1,33.3,25.3,32.1,72.1,10.5,36.9,9.6,0
Semenyih,5/7/2022,2022-07-05T07:08:38,2022-07-05T19:25:48,28.9,32.7,25.7,32.8,77.3,12.4,40.8,9.5,0
Semenyih,6/7/2022,2022-07-06T07:08:50,2022-07-06T19:25:57,27.2,28.3,25.3,30.2,84.6,10,41.8,9.7,100
Semenyih,7/7/2022,2022-07-07T07:09:01,2022-07-07T19:26:05,28.5,33.2,24.7,32.3,78.7,10,39.4,9.8,0
Semenyih,8/7/2022,2022-07-08T07:09:12,2022-07-08T19:26:13,29.3,33,26,32.8,73.2,11.8,37.1,9.8,0
Semenyih,9/7/2022,2022-07-09T07:09:23,2022-07-09T19:26:20,29.7,34.7,25.7,33,71,14.7,37,9.9,0
Semenyih,10/7/2022,2022-07-10T07:09:34,2022-07-10T19:26:26,28.9,33.1,25.7,32.8,76.6,11.1,39.4,10,0
Semenyih,11/7/2022,2022-07-11T07:09:44,2022-07-11T19:26:33,28.4,31.7,25.8,31.9,78.5,8.8,42.4,9.9,100
Semenyih,12/7/2022,2022-07-12T07:09:54,2022-07-12T19:26:38,27.1,29.7,25.6,29.3,82.5,9.9,39.4,10,100
Semenyih,13/7/2022,2022-07-13T07:10:04,2022-07-13T19:26:43,28.2,34,24.9,31.1,76.8,11.8,39.4,10,0
Semenyih,14/7/2022,2022-07-14T07:10:13,2022-07-14T19:26:48,28.5,32,26,32.1,79.7,7.9,40.1,9.7,100
Semenyih,15/7/2022,2022-07-15T07:10:22,2022-07-15T19:26:52,28.7,32.7,25.7,32.3,79.9,11.8,39.8,8.9,0
Semenyih,16/7/2022,2022-07-16T07:10:30,2022-07-16T19:26:55,28.9,33.3,25,32.3,76.9,15.9,40.1,9.6,100
Semenyih,17/7/2022,2022-07-17T07:10:38,2022-07-17T19:26:58,29.7,34.3,26.3,34.1,73.9,12.4,38.5,9.9,100
Semenyih,18/7/2022,2022-07-18T07:10:46,2022-07-18T19:27:00,29.8,34.3,26.7,35.7,77.5,10.5,39.3,9.9,0
Semenyih,19/7/2022,2022-07-19T07:10:53,2022-07-19T19:27:02,27.9,29.7,26.3,32.4,85.4,9.3,40.8,8.5,0
Semenyih,20/7/2022,2022-07-20T07:11:00,2022-07-20T19:27:02,28.1,31,25.7,31.6,81.2,11.1,38.8,9.8,100
Semenyih,21/7/2022,2022-07-21T07:11:06,2022-07-21T19:27:03,28.4,33.2,25,31.5,79.7,12.3,38.5,9.2,100
Semenyih,22/7/2022,2022-07-22T07:11:11,2022-07-22T19:27:02,28.1,33.3,23.7,31,80.5,21.7,41.5,8.8,100
Semenyih,23/7/2022,2022-07-23T07:11:16,2022-07-23T19:27:01,26.9,32.7,23.3,29.2,85.5,10.5,41.5,9.3,100
Semenyih,24/7/2022,2022-07-24T07:11:21,2022-07-24T19:26:59,26.8,31,25,28.8,88.4,11.7,47,8.5,100
Semenyih,25/7/2022,2022-07-25T07:11:25,2022-07-25T19:26:57,26.9,30.9,24.9,29.1,86.3,14.2,43.7,9.1,100
Semenyih,26/7/2022,2022-07-26T07:11:29,2022-07-26T19:26:54,28.6,33,25,31.7,77,9.4,38.8,9.8,0
Semenyih,27/7/2022,2022-07-27T07:11:32,2022-07-27T19:26:50,27.5,29.3,25.3,30.5,84,17.2,41.3,9.5,100
Semenyih,28/7/2022,2022-07-28T07:11:35,2022-07-28T19:26:46,27.6,31,24.7,30.8,84.6,13.6,39.8,9.4,100
Semenyih,29/7/2022,2022-07-29T07:11:37,2022-07-29T19:26:41,27.1,29.8,23.7,29.4,83.1,15.4,41.8,9.4,100
Semenyih,30/7/2022,2022-07-30T07:11:38,2022-07-30T19:26:35,28.5,33.3,24.7,31.5,76.3,11.2,40.9,10,0
Semenyih,31/7/2022,2022-07-31T07:11:39,2022-07-31T19:26:29,28.1,30.7,26,32.1,82.2,11.1,40.4,9.9,0
Semenyih,1/8/2022,2022-08-01T07:11:39,2022-08-01T19:26:22,28.3,33.1,24.3,31.8,79,9.7,38.1,9.7,0
Semenyih,2/8/2022,2022-08-02T07:11:39,2022-08-02T19:26:14,27,30.3,24,29.8,83,11.8,41.6,9.7,100
Semenyih,3/8/2022,2022-08-03T07:11:38,2022-08-03T19:26:06,26.7,29.3,24.7,28.5,86.1,8.7,45.6,9.3,100
Semenyih,4/8/2022,2022-08-04T07:11:37,2022-08-04T19:25:57,26.5,31.3,22.3,28.5,86.2,12.3,42.7,9,100
Semenyih,5/8/2022,2022-08-05T07:11:35,2022-08-05T19:25:47,27.5,31.3,25,30,82.6,7.3,39.2,9.7,100
Semenyih,6/8/2022,2022-08-06T07:11:33,2022-08-06T19:25:36,28,32.1,23.3,30.3,75.2,8.1,38.4,9.9,100
Semenyih,7/8/2022,2022-08-07T07:11:30,2022-08-07T19:25:25,28.3,32.7,25,31.1,75.5,14.2,37.9,10,0
Semenyih,8/8/2022,2022-08-08T07:11:26,2022-08-08T19:25:14,28,31.3,24.3,31.5,79.5,8.7,40.8,9.5,0
Semenyih,9/8/2022,2022-08-09T07:11:22,2022-08-09T19:25:02,28.6,32.7,25.3,31.7,76.9,10.5,37.4,9.2,0
Semenyih,10/8/2022,2022-08-10T07:11:18,2022-08-10T19:24:49,28.3,32.3,25.3,31.5,78.1,15.9,38,9.3,0
Semenyih,11/8/2022,2022-08-11T07:11:13,2022-08-11T19:24:35,29.4,33.3,26,33.6,76.1,15.4,37.2,9.5,100
Semenyih,12/8/2022,2022-08-12T07:11:07,2022-08-12T19:24:21,28.7,33.3,25.7,32.9,79.5,11.8,38.6,9.7,100
Semenyih,13/8/2022,2022-08-13T07:11:01,2022-08-13T19:24:06,27.9,32.7,23.3,31.2,79.2,13.6,39.3,9.3,0
Semenyih,14/8/2022,2022-08-14T07:10:55,2022-08-14T19:23:51,28.2,32.3,25.7,31.6,81,9.3,42.5,9.4,100
Semenyih,15/8/2022,2022-08-15T07:10:47,2022-08-15T19:23:35,27.8,32.3,25,30.9,82.6,8.5,40.9,9.5,100
Semenyih,16/8/2022,2022-08-16T07:10:40,2022-08-16T19:23:19,27.7,32.3,23.7,30.7,81.6,9.3,41,9.4,0
Semenyih,17/8/2022,2022-08-17T07:10:32,2022-08-17T19:23:02,27.7,30.7,25.3,30.8,84.7,9.3,38.3,8.8,100
Semenyih,18/8/2022,2022-08-18T07:10:23,2022-08-18T19:22:44,28,32.3,25,30.4,80.4,17.8,38.8,9.3,0
Semenyih,19/8/2022,2022-08-19T07:10:14,2022-08-19T19:22:26,28.4,32.7,24.3,31.5,77.2,12.3,38.6,9.8,0
Semenyih,20/8/2022,2022-08-20T07:10:05,2022-08-20T19:22:08,26.9,30.7,24,29,85.6,13,43.4,8.9,100
Semenyih,21/8/2022,2022-08-21T07:09:55,2022-08-21T19:21:49,26,29.4,24,27.2,88.6,10,40.7,8.9,100
Semenyih,22/8/2022,2022-08-22T07:09:44,2022-08-22T19:21:29,27.4,33.3,24,29.8,81.8,14.2,40.8,9.2,100
Semenyih,23/8/2022,2022-08-23T07:09:33,2022-08-23T19:21:09,26.8,30.9,24.3,28.6,83,14.2,41.5,9.7,100
Semenyih,24/8/2022,2022-08-24T07:09:22,2022-08-24T19:20:49,27.9,33,24,30.8,78.2,11.2,39.2,9.9,0
Semenyih,25/8/2022,2022-08-25T07:09:11,2022-08-25T19:20:28,27.7,30.3,23.1,31,83.3,20.2,39.5,9.4,100
Semenyih,26/8/2022,2022-08-26T07:08:58,2022-08-26T19:20:06,26.2,30.6,23.2,28,84.7,15.4,44,9.7,100
Semenyih,27/8/2022,2022-08-27T07:08:46,2022-08-27T19:19:45,27,32.2,23.9,29.1,83.6,14.1,43.7,9.3,100
Semenyih,28/8/2022,2022-08-28T07:08:33,2022-08-28T19:19:22,25.9,30.3,23.3,27.2,87.9,10,47.5,8.6,100
Semenyih,29/8/2022,2022-08-29T07:08:20,2022-08-29T19:19:00,26,30.4,23.3,27.7,88.1,10.5,45.1,9,100
Semenyih,30/8/2022,2022-08-30T07:08:07,2022-08-30T19:18:37,27.5,32.3,23.7,30.5,83.2,7.3,39.2,9.6,100
Semenyih,31/8/2022,2022-08-31T07:07:53,2022-08-31T19:18:14,28,32,25,31.4,81.9,8.8,40.9,9.4,100
Semenyih,1/9/2022,2022-09-01T07:07:39,2022-09-01T19:17:50,27.8,30.7,25.3,30.9,82,9.1,39,9.7,0
Semenyih,2/9/2022,2022-09-02T07:07:25,2022-09-02T19:17:26,27.8,31.3,25.3,30.9,80.7,14.7,41.7,10,0
Semenyih,3/9/2022,2022-09-03T07:07:10,2022-09-03T19:17:02,27.7,31,25,30.3,79.3,7.9,40.7,9.8,100
Semenyih,4/9/2022,2022-09-04T07:06:55,2022-09-04T19:16:38,28.7,32.7,25.4,31.5,74.4,9.4,37.1,10.1,0
Semenyih,5/9/2022,2022-09-05T07:06:40,2022-09-05T19:16:13,28.7,32,26.2,32.8,78.2,10.5,39.4,10,0
Semenyih,6/9/2022,2022-09-06T07:06:25,2022-09-06T19:15:48,27.7,32,25.3,31.2,84,11.2,42,9.5,100
Semenyih,7/9/2022,2022-09-07T07:06:10,2022-09-07T19:15:23,26.9,31.3,24.1,28.6,84.1,11.8,41.1,9.2,0
Semenyih,8/9/2022,2022-09-08T07:05:54,2022-09-08T19:14:58,28.1,32.3,25,30.6,78.1,7.3,38.8,9.5,100
Semenyih,9/9/2022,2022-09-09T07:05:38,2022-09-09T19:14:32,26.8,30.1,25,28.5,86.7,8.1,46.3,9.2,100
Semenyih,10/9/2022,2022-09-10T07:05:22,2022-09-10T19:14:07,27.9,31.6,24.8,31.3,82,10.5,39.8,9.7,100
Semenyih,11/9/2022,2022-09-11T07:05:06,2022-09-11T19:13:41,26.4,28,25,27.9,86.1,11.2,42,9.5,100
Semenyih,12/9/2022,2022-09-12T07:04:50,2022-09-12T19:13:15,27.9,33.3,23.3,30.1,75.8,14.7,38.1,9,100
Semenyih,13/9/2022,2022-09-13T07:04:33,2022-09-13T19:12:49,27.6,33.2,24.6,29.9,77.6,18.5,41.7,9.8,100
Semenyih,14/9/2022,2022-09-14T07:04:17,2022-09-14T19:12:23,27.3,32,23.9,29.3,76.9,10.5,39.2,9.9,100
Semenyih,15/9/2022,2022-09-15T07:04:00,2022-09-15T19:11:57,28.1,31.7,25.8,30.8,78,8.8,41.4,9.8,100
Semenyih,16/9/2022,2022-09-16T07:03:44,2022-09-16T19:11:30,28,32,25.3,30.6,78.2,6.3,41,9.7,100
Semenyih,17/9/2022,2022-09-17T07:03:27,2022-09-17T19:11:04,25.7,28,24.3,26.2,86.7,11.2,42.7,8.9,100
Semenyih,18/9/2022,2022-09-18T07:03:11,2022-09-18T19:10:38,25.6,28,23.3,26.2,85.8,11.2,44,9,0
Semenyih,19/9/2022,2022-09-19T07:02:54,2022-09-19T19:10:12,27.8,32.3,24,30.2,76.9,8.7,38.5,9.8,100
Semenyih,20/9/2022,2022-09-20T07:02:37,2022-09-20T19:09:45,27.4,31.4,23.7,29.4,77.4,10,38.8,10,0
Semenyih,21/9/2022,2022-09-21T07:02:21,2022-09-21T19:09:19,27.2,31.7,25,29.1,80.9,12.4,42.5,9.5,0
Semenyih,22/9/2022,2022-09-22T07:02:05,2022-09-22T19:08:53,27,31.3,24.7,29,82.1,9.4,42.6,9.3,100
Semenyih,23/9/2022,2022-09-23T07:01:48,2022-09-23T19:08:27,27.7,30.7,25,30.2,79.7,9.3,39.8,9.9,0
Semenyih,24/9/2022,2022-09-24T07:01:32,2022-09-24T19:08:01,27,31.3,23.3,29.3,83.4,10,44,9.2,100
Semenyih,25/9/2022,2022-09-25T07:01:16,2022-09-25T19:07:36,26.3,29,23.3,27.9,84.4,9.3,41.7,9.2,100
Semenyih,26/9/2022,2022-09-26T07:01:00,2022-09-26T19:07:10,28.2,32.3,24,31.3,76.5,12.9,39.8,9.9,100
Semenyih,27/9/2022,2022-09-27T07:00:44,2022-09-27T19:06:45,27.2,31.7,23.3,29.7,79.8,14.1,39.2,9.6,100
Semenyih,28/9/2022,2022-09-28T07:00:29,2022-09-28T19:06:20,27,31,23.7,29.3,82.6,12.4,43.5,9.5,100
Semenyih,29/9/2022,2022-09-29T07:00:13,2022-09-29T19:05:55,28.2,32.3,24.7,30.8,77.2,10.5,38.6,9.8,100
Semenyih,30/9/2022,2022-09-30T06:59:58,2022-09-30T19:05:30,27.6,30.3,24.7,30.6,82,11.8,42.5,9.7,100
Semenyih,1/10/2022,2022-10-01T06:59:43,2022-10-01T19:05:06,27.2,31.3,24.6,29.4,84.2,12.3,44.4,9,100
Semenyih,2/10/2022,2022-10-02T06:59:29,2022-10-02T19:04:42,27.1,31.3,24,29.2,81.6,12.3,41.3,9.8,100
Semenyih,3/10/2022,2022-10-03T06:59:14,2022-10-03T19:04:18,27.7,33,25,30.4,81,19.1,43.4,9.4,0
Semenyih,4/10/2022,2022-10-04T06:59:00,2022-10-04T19:03:54,26.9,31,24.3,29.5,85.9,10.5,41,9.8,0
Semenyih,5/10/2022,2022-10-05T06:58:46,2022-10-05T19:03:31,27.3,30.4,25,29.4,82.1,7.6,44.5,9.4,100
Semenyih,6/10/2022,2022-10-06T06:58:33,2022-10-06T19:03:08,27.5,31.3,24.6,29.6,79.5,11.1,40,10,100
Semenyih,7/10/2022,2022-10-07T06:58:20,2022-10-07T19:02:46,25.7,27.7,23.3,26.4,87.5,11.2,40.9,9.4,100
Semenyih,8/10/2022,2022-10-08T06:58:07,2022-10-08T19:02:24,26.5,30.4,23.3,28.5,82.5,8.2,42.7,9.7,100
Semenyih,9/10/2022,2022-10-09T06:57:55,2022-10-09T19:02:03,26.5,30.3,23.3,27.8,82.4,11.7,42.2,9.3,100
Semenyih,10/10/2022,2022-10-10T06:57:43,2022-10-10T19:01:42,26.7,31.3,24,28.5,83,8.2,39.4,9.6,100
Semenyih,11/10/2022,2022-10-11T06:57:32,2022-10-11T19:01:21,27.2,31.3,25,29.4,82.8,11.8,39.1,9.1,0
Semenyih,12/10/2022,2022-10-12T06:57:21,2022-10-12T19:01:01,25.9,29,22.3,26.9,85.8,10.5,42,8.8,100
Semenyih,13/10/2022,2022-10-13T06:57:11,2022-10-13T19:00:42,27.2,31.3,23.7,29.9,81.8,16.7,40.1,9.6,100
Semenyih,14/10/2022,2022-10-14T06:57:01,2022-10-14T19:00:23,27.3,30.5,24.3,29.7,79.5,18.4,38.1,9.9,0
Semenyih,15/10/2022,2022-10-15T06:56:51,2022-10-15T19:00:04,27.8,32.7,25,30.4,78.8,16,40.9,10,100
Semenyih,16/10/2022,2022-10-16T06:56:42,2022-10-16T18:59:46,27.1,31.3,23.7,29.3,80.8,11.1,39.4,9.8,100
Semenyih,17/10/2022,2022-10-17T06:56:34,2022-10-17T18:59:29,28,32,25.3,30.9,80.8,12.3,38.2,9.7,100
Semenyih,18/10/2022,2022-10-18T06:56:26,2022-10-18T18:59:13,27.3,30.3,25.3,29.7,85.9,10,39.1,9.4,100
Semenyih,19/10/2022,2022-10-19T06:56:19,2022-10-19T18:58:57,28.4,32.1,26,31.8,80.4,9.3,38.8,8.4,0
Semenyih,20/10/2022,2022-10-20T06:56:13,2022-10-20T18:58:41,28.8,33,25.7,32.3,74.7,10.5,37.8,10,100
Semenyih,21/10/2022,2022-10-21T06:56:07,2022-10-21T18:58:27,28.4,32.6,25.6,32,77.3,9.3,37.5,9.8,0
Semenyih,22/10/2022,2022-10-22T06:56:01,2022-10-22T18:58:13,27.5,32,24.8,29.8,81.9,14.1,43.4,9.3,100
Semenyih,23/10/2022,2022-10-23T06:55:57,2022-10-23T18:58:00,27,31,24.3,29.3,85.4,11.1,42.7,9.7,100
Semenyih,24/10/2022,2022-10-24T06:55:53,2022-10-24T18:57:47,26.5,31.4,23.2,28.5,87.4,16,43.8,8.5,100
Semenyih,25/10/2022,2022-10-25T06:55:49,2022-10-25T18:57:35,26.2,30.3,23.9,28.1,88.2,20.3,40.1,8.8,100
Semenyih,26/10/2022,2022-10-26T06:55:47,2022-10-26T18:57:24,26,28.9,24.8,26.9,88.4,19.2,40.9,8.9,100
Semenyih,27/10/2022,2022-10-27T06:55:45,2022-10-27T18:57:14,26.7,31.7,24,28.6,84.4,15.9,40,9.8,100
Semenyih,28/10/2022,2022-10-28T06:55:44,2022-10-28T18:57:05,26.8,31.3,23.9,29.2,85.4,17.2,44,9,100
Semenyih,29/10/2022,2022-10-29T06:55:43,2022-10-29T18:56:56,27.5,31.7,24.9,30.3,84.4,13.6,42.7,9.1,100
Semenyih,30/10/2022,2022-10-30T06:55:43,2022-10-30T18:56:48,27.5,32,25,30.4,84.6,11.1,40,9,100
Semenyih,31/10/2022,2022-10-31T06:55:44,2022-10-31T18:56:41,26.5,30.2,24,28.3,86.5,9.4,41.8,8.7,100
Semenyih,1/11/2022,2022-11-01T06:55:46,2022-11-01T18:56:35,28.1,32.3,25,31.2,80.6,11.1,41.3,9.9,100
Semenyih,2/11/2022,2022-11-02T06:55:49,2022-11-02T18:56:30,26.6,29.8,24.7,28.6,87.1,14.8,44,9.4,100
Semenyih,3/11/2022,2022-11-03T06:55:52,2022-11-03T18:56:26,27.6,31,24.3,30.5,83.4,10.5,40.5,9.5,100
Semenyih,4/11/2022,2022-11-04T06:55:56,2022-11-04T18:56:22,27.3,30.1,24.7,30.5,86,6.9,43.9,9.2,100
Semenyih,5/11/2022,2022-11-05T06:56:01,2022-11-05T18:56:20,27.1,30.3,25,29.7,85.7,6.7,43.7,8.9,100
Semenyih,6/11/2022,2022-11-06T06:56:07,2022-11-06T18:56:18,27.2,31.3,25.3,29.2,84.9,11.1,42.6,8.9,0
Semenyih,7/11/2022,2022-11-07T06:56:13,2022-11-07T18:56:17,27.7,31.4,24.3,30.5,81,12.3,42.5,9.6,100
Semenyih,8/11/2022,2022-11-08T06:56:21,2022-11-08T18:56:17,27,32.4,24.3,28.8,86,9.4,45.6,8.4,100
Semenyih,9/11/2022,2022-11-09T06:56:29,2022-11-09T18:56:18,26.5,33,24.1,28,86.6,11.2,42.3,8.5,100
Semenyih,10/11/2022,2022-11-10T06:56:38,2022-11-10T18:56:20,25.9,30.3,24,27,90.7,12.3,42.7,8.4,100
Semenyih,11/11/2022,2022-11-11T06:56:47,2022-11-11T18:56:23,25.9,30,24,27.3,91.4,9.4,44.4,8.6,100
Semenyih,12/11/2022,2022-11-12T06:56:58,2022-11-12T18:56:26,25.8,30.3,24,27.1,91.1,9.9,41.9,8.4,0
Semenyih,13/11/2022,2022-11-13T06:57:09,2022-11-13T18:56:31,26.3,30.1,24,28.1,90.2,7.9,44.2,7,100
Semenyih,14/11/2022,2022-11-14T06:57:21,2022-11-14T18:56:37,26.5,29.7,24.2,29,88.8,7.5,45.7,8.8,0
Semenyih,15/11/2022,2022-11-15T06:57:34,2022-11-15T18:56:43,27.4,31.2,24.2,30.2,83.2,9.3,53.8,9,0
Semenyih,16/11/2022,2022-11-16T06:57:48,2022-11-16T18:56:50,28.4,33.2,25,32,81,9.9,51.8,9.4,0
Semenyih,17/11/2022,2022-11-17T06:58:03,2022-11-17T18:56:59,26.8,31.3,23.4,29,84.6,11.8,54.7,8.8,100
Semenyih,18/11/2022,2022-11-18T06:58:18,2022-11-18T18:57:08,27.8,31.4,25.2,31,82.9,11.2,51.6,9.8,100
Semenyih,19/11/2022,2022-11-19T06:58:34,2022-11-19T18:57:18,26.6,29.7,23.9,28.3,85.7,14.1,49.8,9,100
Semenyih,20/11/2022,2022-11-20T06:58:51,2022-11-20T18:57:29,27.1,32,23.9,29.6,83.3,19.1,57.4,9.2,100
Semenyih,21/11/2022,2022-11-21T06:59:08,2022-11-21T18:57:41,27.5,31.1,24.6,30,82.3,17.2,55.6,9.7,100
Semenyih,22/11/2022,2022-11-22T06:59:26,2022-11-22T18:57:54,27.6,31.9,25.1,30.1,82.1,17.8,49.3,8.9,100
Semenyih,23/11/2022,2022-11-23T06:59:45,2022-11-23T18:58:07,26.8,30.1,23,29,83.5,15.4,49.2,9.5,100
Semenyih,24/11/2022,2022-11-24T07:00:05,2022-11-24T18:58:22,27.8,32.3,23.6,30.7,80.3,13.6,52,9.6,0
Semenyih,25/11/2022,2022-11-25T07:00:26,2022-11-25T18:58:37,27.3,31.9,23.8,29.8,79.9,7.3,53.4,9.7,100
Semenyih,26/11/2022,2022-11-26T07:00:47,2022-11-26T18:58:53,28.1,32.3,24.9,31.1,80.9,11.1,52.8,9.3,0
Semenyih,27/11/2022,2022-11-27T07:01:08,2022-11-27T18:59:10,26.8,31.1,24.4,28.9,87.4,12.3,51.7,8.3,0
Semenyih,28/11/2022,2022-11-28T07:01:31,2022-11-28T18:59:28,27.2,32.6,24,29.7,83.2,10.5,46.8,8.9,100
Semenyih,29/11/2022,2022-11-29T07:01:54,2022-11-29T18:59:46,26.2,30.8,24.3,27.5,88.6,9.2,51.4,8.4,100
Semenyih,30/11/2022,2022-11-30T07:02:17,2022-11-30T19:00:06,26.2,31.2,24,27.9,88.5,9.9,51.3,8.7,100
Semenyih,1/12/2022,2022-12-01T07:02:41,2022-12-01T19:00:26,26.3,32,23.3,28,86.1,15.9,56.3,8.8,100
Semenyih,2/12/2022,2022-12-02T07:03:06,2022-12-02T19:00:47,26.1,30.4,24,27.2,87.6,17.4,55.8,8.8,100
Semenyih,3/12/2022,2022-12-03T07:03:31,2022-12-03T19:01:08,26.6,30,24,28.8,85.1,13.6,56.3,9.5,100
Semenyih,4/12/2022,2022-12-04T07:03:57,2022-12-04T19:01:30,27.8,31.3,25,30.4,80.8,8.7,53.8,9.7,100
